tconst	averageRating	numVotes
tt0007407	5.7	22
tt0007410	4.5	41
tt0007413	5.7	103
tt0007415	5.8	17
tt0007417	7.2	19
tt0007418	5.3	16
tt0007422	5.7	44
tt0007429	7.8	13
tt0007430	6.2	19
tt0007433	6.7	576
tt0007439	5.4	222
tt0007453	7.5	59
tt0007454	5.9	50
tt0007459	6.6	147
tt0007462	6.2	28
tt0007464	5.6	36
tt0007473	6.0	40
tt0007476	5.1	1266
tt0007486	6.9	20
tt0007491	5.2	17
tt0007498	6.3	28
tt0007499	4.4	22
tt0007505	5.9	15
tt0007506	5.9	22
tt0007507	6.8	3350
tt0007514	6.2	22
tt0007516	6.0	19
tt0007518	5.7	23
tt0007519	5.0	9
tt0007522	5.7	215
tt0007524	6.1	22
tt0007530	6.8	225
tt0007534	4.9	17
tt0007539	6.0	31
tt0007547	7.6	13
tt0007558	6.2	909
tt0007567	5.4	209
tt0007587	5.0	15
tt0007590	6.0	67
tt0007610	5.8	377
tt0007613	7.3	4748
tt0007614	6.8	30
tt0007617	5.3	150
tt0007618	6.8	21
tt0007620	5.1	55
tt0007623	6.9	19
tt0007624	5.7	199
tt0007626	4.7	17
tt0007633	5.8	13
tt0007645	7.1	26
tt0007647	6.0	25
tt0007660	5.0	16
tt0007664	6.6	19
tt0007669	5.7	45
tt0007673	5.7	25
tt0007678	6.6	18
tt0007679	5.3	23
tt0007684	5.5	24
tt0007686	6.4	323
tt0007690	5.7	21
tt0007697	4.8	20
tt0007698	5.1	89
tt0007699	5.5	58
tt0007702	6.7	37
tt0007708	6.8	14
tt0007709	5.4	183
tt0007711	7.1	80
tt0007713	5.5	13
tt0007715	5.5	72
tt0007718	5.6	63
tt0007720	5.9	177
tt0007725	4.6	34
tt0007726	5.3	37
tt0007728	5.6	68
tt0007730	5.9	73
tt0007733	5.2	14
tt0007744	4.2	23
tt0007750	7.0	13
tt0007755	6.1	735
tt0007756	5.4	15
tt0007761	6.3	2001
tt0007762	4.7	15
tt0007764	6.1	415
tt0007765	3.8	28
tt0007769	6.2	25
tt0007774	5.9	19
tt0007778	6.2	46
tt0007791	4.7	39
tt0007792	4.8	14
tt0007794	5.4	17
tt0007795	7.1	84
tt0007798	6.8	14
tt0007801	6.6	411
tt0007802	5.9	226
tt0007809	5.2	74
tt0007811	6.1	28
tt0007812	5.4	47
tt0007814	6.0	24
tt0007817	7.0	13
tt0007819	6.3	1978
tt0007820	4.7	21
tt0007825	7.1	64
tt0007826	6.0	15
tt0007828	6.1	19
tt0007832	7.1	4034
tt0007834	5.9	25
tt0007839	5.1	25
tt0007841	6.4	14
tt0007854	6.6	45
tt0007857	6.8	25
tt0007865	7.1	16
tt0007867	6.8	56
tt0007873	6.2	90
tt0007880	7.4	6061
tt0007882	5.3	18
tt0007885	5.2	34
tt0007891	5.7	16
tt0007901	6.3	15
tt0007903	6.4	37
tt0007909	4.2	15
tt0007910	6.5	60
tt0007927	7.3	29
tt0007931	6.5	63
tt0007932	6.6	21
tt0007942	5.2	52
tt0007952	6.5	23
tt0007956	6.0	144
tt0007958	6.1	32
tt0007959	6.7	15
tt0007963	7.5	22
tt0007968	5.8	14
tt0007975	7.6	15
tt0007983	6.1	260
tt0007984	3.9	29
tt0007986	5.7	31
tt0007992	6.5	61
tt0007998	7.1	33
tt0008000	3.6	16
tt0008004	7.0	32
tt0008010	5.7	32
tt0008011	6.1	191
tt0008014	6.0	11
tt0008018	4.4	13
tt0008022	4.8	28
tt0008024	5.5	37
tt0008026	4.0	8
tt0008028	7.1	22
tt0008029	6.1	42
tt0008031	5.7	28
tt0008036	5.8	32
tt0008039	4.0	30
tt0008040	5.4	13
tt0008041	6.6	35
tt0008042	5.2	15
tt0008043	6.4	13
tt0008044	6.7	14
tt0008051	5.7	16
tt0008057	6.4	15
tt0008060	5.2	123
tt0008071	5.6	14
tt0008072	5.8	29
tt0008075	6.2	37
tt0008076	5.0	16
tt0008086	5.8	100
tt0008091	6.4	23
tt0008095	7.4	14
tt0008099	5.9	186
tt0008100	6.4	879
tt0008104	6.6	14
tt0008107	6.2	12
tt0008112	5.9	1351
tt0008117	5.3	23
tt0008122	6.8	47
tt0008123	5.7	16
tt0008130	5.6	11
tt0008131	6.8	15
tt0008133	7.5	9656
tt0008134	6.9	26
tt0008138	5.0	18
tt0008144	4.8	41
tt0008150	6.4	690
tt0008151	4.2	18
tt0008159	6.7	64
tt0008161	6.2	87
tt0008163	3.3	31
tt0008164	3.5	30
tt0008165	6.8	15
tt0008168	3.3	18
tt0008169	7.8	15
tt0008175	6.0	17
tt0008176	8.1	30
tt0008177	6.2	21
tt0008179	5.5	17
tt0008188	6.2	768
tt0008195	4.3	27
tt0008196	6.1	749
tt0008201	7.1	20
tt0008207	5.5	18
tt0008212	5.6	402
tt0008217	6.8	48
tt0008232	5.8	28
tt0008234	5.3	16
tt0008241	6.8	26
tt0008252	5.8	163
tt0008259	6.2	77
tt0008260	5.0	17
tt0008266	6.1	27
tt0008271	4.2	59
tt0008277	5.8	14
tt0008279	6.2	165
tt0008280	6.0	14
tt0008281	8.3	25
tt0008285	5.3	19
tt0008287	4.0	17
tt0008294	7.8	17
tt0008305	6.8	41
tt0008307	6.3	16
tt0008309	6.6	371
tt0008319	5.5	127
tt0008321	8.0	15
tt0008329	5.7	108
tt0008331	4.8	126
tt0008338	4.6	56
tt0008348	4.9	24
tt0008353	5.5	27
tt0008355	6.5	44
tt0008359	5.8	57
tt0008361	4.6	29
tt0008362	7.2	103
tt0008371	7.1	35
tt0008372	6.7	50
tt0008374	6.2	48
tt0008377	5.8	1213
tt0008379	5.3	15
tt0008381	8.5	121
tt0008387	1.8	26
tt0008389	5.6	43
tt0008392	4.2	16
tt0008394	5.2	19
tt0008395	6.8	652
tt0008401	5.7	308
tt0008402	5.0	20
tt0008406	6.0	18
tt0008411	6.4	43
tt0008416	6.2	39
tt0008426	7.8	14
tt0008431	5.8	23
tt0008432	5.9	66
tt0008442	6.8	76
tt0008443	6.7	1613
tt0008447	4.4	15
tt0008457	5.2	21
tt0008458	6.2	139
tt0008460	4.8	19
tt0008474	6.2	16
tt0008476	6.4	43
tt0008489	6.4	204
tt0008491	5.5	28
tt0008493	5.0	77
tt0008495	3.7	15
tt0008496	6.1	24
tt0008498	6.1	134
tt0008499	6.3	918
tt0008500	6.2	256
tt0008502	2.6	26
tt0008510	5.4	17
tt0008519	6.1	898
tt0008520	6.8	12
tt0008521	3.7	15
tt0008523	5.6	1680
tt0008526	8.1	99
tt0008527	7.2	12
tt0008528	9.3	18
tt0008535	4.6	19
tt0008536	6.7	256
tt0008539	5.3	31
tt0008541	5.4	145
tt0008543	8.1	27
tt0008544	7.1	33
tt0008547	4.7	49
tt0008548	5.9	15
tt0008549	6.1	17
tt0008550	6.0	140
tt0008551	4.9	62
tt0008558	3.8	29
tt0008561	6.1	135
tt0008562	4.3	24
tt0008565	6.9	28
tt0008570	3.8	21
tt0008571	6.6	121
tt0008572	6.3	16
tt0008579	5.3	31
tt0008580	4.8	14
tt0008585	8.2	16
tt0008599	6.1	12
tt0008605	4.5	51
tt0008608	7.0	41
tt0008614	7.9	15
tt0008622	6.7	16
tt0008623	6.6	32
tt0008628	5.7	64
tt0008630	5.7	29
tt0008634	6.3	820
tt0008636	5.1	22
tt0008638	3.3	20
tt0008639	5.6	165
tt0008651	3.6	31
tt0008652	6.1	173
tt0008657	5.5	32
tt0008658	4.1	30
tt0008659	6.5	15
tt0008662	5.8	74
tt0008663	7.3	2485
tt0008666	6.4	27
tt0008670	5.5	72
tt0008671	4.0	17
tt0008672	5.9	254
tt0008677	5.6	18
tt0008679	5.0	508
tt0008686	8.8	12
tt0008687	6.1	207
tt0008688	7.5	143
tt0008690	5.5	62
tt0008692	5.5	49
tt0008696	6.5	36
tt0008698	5.5	38
tt0008706	6.0	26
tt0008710	6.6	253
tt0008711	5.0	8
tt0008720	5.4	17
tt0008723	6.2	94
tt0008725	5.7	59
tt0008730	6.5	46
tt0008731	7.4	14
tt0008735	5.6	57
tt0008738	5.6	17
tt0008741	7.4	13
tt0008742	7.6	29
tt0008745	3.7	32
tt0008750	5.7	16
tt0008753	6.6	23
tt0008759	5.2	21
tt0008761	3.8	27
tt0008764	5.4	73
tt0008765	6.9	24
tt0008775	6.4	700
tt0008779	5.4	14
tt0008783	6.6	162
tt0008784	6.3	20
tt0008786	5.8	131
tt0008787	8.3	21
tt0008797	6.5	31
tt0008800	6.7	153
tt0008803	6.1	15
tt0008804	3.9	31
tt0008806	4.0	29
tt0008807	6.5	114
tt0008808	5.9	26
tt0008810	4.4	40
tt0008811	5.2	222
tt0008813	7.0	14
tt0008814	7.5	15
tt0008817	2.4	26
tt0008821	2.2	22
tt0008822	6.0	117
tt0008824	6.4	15
tt0008825	5.9	34
tt0008826	5.3	68
tt0008827	6.2	836
tt0008828	4.4	15
tt0008832	4.7	30
tt0008836	5.3	44
tt0008840	5.5	14
tt0008843	5.8	191
tt0008844	6.2	394
tt0008845	5.4	29
tt0008848	4.8	70
tt0008851	7.0	18
tt0008854	5.4	785
tt0008855	5.5	14
tt0008860	5.3	70
tt0008861	7.2	16
tt0008865	6.6	24
tt0008866	5.7	80
tt0008873	5.0	17
tt0008874	6.6	1586
tt0008875	5.0	23
tt0008876	6.7	64
tt0008879	7.1	2233
tt0008882	7.7	29
tt0008884	6.5	297
tt0008887	7.0	16
tt0008891	6.9	1082
tt0008892	5.9	134
tt0008895	5.1	60
tt0008899	6.3	123
tt0008901	5.5	58
tt0008902	6.2	19
tt0008903	4.6	23
tt0008905	4.7	27
tt0008906	4.4	22
tt0008907	5.4	1246
tt0008912	5.2	18
tt0008915	6.0	28
tt0008918	6.7	34
tt0008919	6.4	27
tt0008923	6.2	67
tt0008930	5.8	201
tt0008933	6.2	27
tt0008939	8.1	45
tt0008947	1.6	16
tt0008950	6.0	443
tt0008951	5.4	21
tt0008952	7.1	33
tt0008954	6.8	15
tt0008955	8.5	122
tt0008957	5.2	52
tt0008961	6.0	278
tt0008966	4.6	15
tt0008972	6.6	24
tt0008975	6.6	2045
tt0008978	5.2	132
tt0008979	7.5	16
tt0008983	4.0	28
tt0008984	7.4	52
tt0008990	6.9	29
tt0008998	7.5	25
tt0009001	7.0	16
tt0009011	6.2	8
tt0009014	6.0	256
tt0009015	5.3	126
tt0009017	7.8	40
tt0009018	7.6	10267
tt0009020	7.3	24
tt0009021	5.2	14
tt0009026	6.4	154
tt0009031	5.2	15
tt0009037	7.4	8
tt0009040	7.8	15
tt0009041	4.4	16
tt0009045	5.4	130
tt0009046	5.0	21
tt0009047	6.6	56
tt0009048	8.6	15
tt0009051	5.8	34
tt0009053	7.0	15
tt0009062	6.1	661
tt0009063	6.7	25
tt0009070	6.2	15
tt0009071	5.4	118
tt0009079	6.2	65
tt0009082	5.7	58
tt0009086	5.4	342
tt0009088	6.0	165
tt0009089	5.8	14
tt0009092	5.0	20
tt0009096	5.6	38
tt0009099	6.4	264
tt0009103	6.8	16
tt0009104	6.5	86
tt0009105	6.0	408
tt0009106	5.4	15
tt0009109	6.3	158
tt0009116	6.8	16
tt0009118	7.8	16
tt0009123	6.0	1393
tt0009125	4.4	41
tt0009126	3.3	19
tt0009128	6.6	25
tt0009130	6.8	72
tt0009131	2.6	25
tt0009133	7.2	88
tt0009136	6.2	31
tt0009137	7.0	37
tt0009142	6.1	69
tt0009143	7.0	21
tt0009144	5.4	75
tt0009145	5.9	119
tt0009150	6.5	1149
tt0009153	6.0	500
tt0009156	5.1	18
tt0009159	7.7	15
tt0009170	5.6	15
tt0009171	6.2	205
tt0009176	7.0	12
tt0009179	5.5	62
tt0009185	5.9	21
tt0009193	5.6	27
tt0009198	6.9	19
tt0009204	6.3	33
tt0009205	7.5	24
tt0009208	7.5	16
tt0009209	6.5	35
tt0009212	6.4	23
tt0009214	6.0	107
tt0009219	4.1	18
tt0009220	6.6	19
tt0009224	7.6	17
tt0009232	3.4	8
tt0009233	5.7	27
tt0009234	5.8	55
tt0009240	6.0	47
tt0009241	5.9	681
tt0009243	7.8	15
tt0009246	5.7	343
tt0009247	3.8	27
tt0009249	4.5	26
tt0009251	7.4	16
tt0009252	6.5	45
tt0009257	6.0	19
tt0009259	4.2	14
tt0009266	6.3	15
tt0009267	5.3	18
tt0009273	6.4	173
tt0009278	6.9	22
tt0009279	5.7	23
tt0009284	7.8	14
tt0009286	4.1	16
tt0009289	7.5	20
tt0009302	7.4	27
tt0009304	5.5	27
tt0009305	5.7	41
tt0009306	6.6	87
tt0009309	6.4	65
tt0009316	6.4	258
tt0009322	4.0	30
tt0009325	5.5	43
tt0009326	6.5	180
tt0009334	6.5	22
tt0009337	6.0	10
tt0009350	6.3	15
tt0009354	7.0	14
tt0009356	5.5	701
tt0009358	6.6	20
tt0009359	5.3	44
tt0009369	6.1	1207
tt0009376	6.6	23
tt0009378	5.3	15
tt0009389	5.9	1006
tt0009400	6.8	130
tt0009405	6.4	68
tt0009406	5.8	72
tt0009414	4.9	10
tt0009415	6.2	23
tt0009416	4.8	25
tt0009419	5.0	34
tt0009420	6.1	50
tt0009423	6.4	18
tt0009425	6.5	26
tt0009430	5.2	18
tt0009431	6.0	19
tt0009434	5.8	332
tt0009436	7.2	27
tt0009440	6.2	251
tt0009444	4.6	19
tt0009445	8.5	36
tt0009454	6.4	19
tt0009465	6.0	14
tt0009466	6.4	1336
tt0009469	6.4	21
tt0009470	5.8	22
tt0009471	5.8	16
tt0009475	5.3	534
tt0009480	6.1	23
tt0009481	6.4	14
tt0009482	6.8	16
tt0009483	7.3	15
tt0009489	5.1	15
tt0009492	7.4	31
tt0009494	4.3	55
tt0009502	7.9	18
tt0009514	4.8	9
tt0009522	5.6	148
tt0009523	6.1	26
tt0009524	5.0	19
tt0009527	6.7	25
tt0009539	6.0	13
tt0009543	7.7	20
tt0009544	7.8	38
tt0009546	5.4	40
tt0009547	7.0	11
tt0009549	6.2	23
tt0009550	7.1	73
tt0009551	7.8	19
tt0009552	6.0	22
tt0009554	5.2	26
tt0009557	5.1	16
tt0009558	4.7	62
tt0009559	6.3	513
tt0009560	6.4	63
tt0009561	6.4	21
tt0009563	4.3	45
tt0009564	6.5	13
tt0009568	6.7	66
tt0009573	6.4	63
tt0009575	6.5	42
tt0009578	2.7	28
tt0009580	4.9	75
tt0009587	4.3	20
tt0009588	4.6	20
tt0009593	7.4	20
tt0009596	6.0	26
tt0009600	5.9	24
tt0009601	7.1	22
tt0009603	6.0	22
tt0009604	6.1	16
tt0009605	7.5	10
tt0009608	5.5	758
tt0009610	6.9	21
tt0009611	7.3	7809
tt0009615	7.0	16
tt0009619	6.0	26
tt0009620	6.8	1343
tt0009621	5.8	15
tt0009622	4.3	30
tt0009626	6.0	15
tt0009629	5.5	145
tt0009630	6.4	30
tt0009631	5.4	81
tt0009637	7.2	23
tt0009650	5.3	47
tt0009651	6.0	50
tt0009652	6.8	1648
tt0009655	4.6	16
tt0009659	6.5	32
tt0009666	6.6	21
tt0009676	6.4	41
tt0009677	7.3	27
tt0009678	6.4	687
tt0009682	5.7	980
tt0009686	5.2	16
tt0009689	5.9	153
tt0009690	4.2	55
tt0009692	4.4	12
tt0009693	4.9	19
tt0009694	6.3	122
tt0009696	4.1	55
tt0009700	5.6	20
tt0009701	7.1	515
tt0009702	5.3	32
tt0009704	6.6	13
tt0009706	7.8	17
tt0009713	5.3	16
tt0009719	6.8	15
tt0009720	7.1	16
tt0009721	6.9	33
tt0009722	8.1	15
tt0009726	5.8	16
tt0009732	5.7	365
tt0009737	6.0	153
tt0009739	7.8	15
tt0009741	5.8	18
tt0009750	4.3	39
tt0009754	4.1	30
tt0009757	6.9	68
tt0009760	7.4	17
tt0009764	6.1	39
tt0009765	4.9	57
tt0009766	5.5	38
tt0009771	4.5	35
tt0009781	7.0	20
tt0009787	6.2	16
tt0009789	6.1	18
tt0009790	5.6	21
tt0009796	6.6	377
tt0009801	6.9	16
tt0009803	6.0	19
tt0009806	6.2	111
tt0009811	4.5	58
tt0009825	5.9	45
tt0009826	7.1	16
tt0009827	5.8	26
tt0009829	5.5	41
tt0009831	6.8	17
tt0009832	5.0	17
tt0009833	5.5	26
tt0009837	4.0	74
tt0009842	6.7	23
tt0009843	6.7	19
tt0009851	8.6	18
tt0009852	6.5	24
tt0009853	5.3	43
tt0009855	6.6	18
tt0009857	4.2	20
tt0009858	6.2	49
tt0009859	4.7	76
tt0009861	2.4	24
tt0009866	5.8	16
tt0009878	7.0	1628
tt0009879	7.0	84
tt0009882	6.9	12
tt0009887	6.9	1279
tt0009888	6.5	12
tt0009890	4.8	27
tt0009891	8.4	14
tt0009892	5.5	1274
tt0009893	7.1	2326
tt0009894	7.0	254
tt0009899	6.5	1497
tt0009900	6.2	999
tt0009903	4.0	65
tt0009904	3.0	15
tt0009905	7.6	121
tt0009913	6.8	11
tt0009915	7.2	471
tt0009916	6.2	12
tt0009917	5.4	17
tt0009918	7.5	65
tt0009922	5.3	19
tt0009924	5.8	17
tt0009927	5.6	26
tt0009929	5.4	15
tt0009930	7.3	13
tt0009932	6.1	988
tt0009936	5.8	31
tt0009937	6.9	1763
tt0009944	5.0	33
tt0009946	6.2	64
tt0009949	5.7	58
tt0009950	5.4	67
tt0009953	8.0	12
tt0009960	7.0	22
tt0009964	7.4	13
tt0009968	7.2	11511
tt0009969	6.4	223
tt0009972	6.5	23
tt0009973	6.9	1463
tt0009975	6.0	31
tt0009976	5.9	739
tt0009977	5.5	208
tt0009978	5.1	120
tt0009986	6.4	607
tt0009987	6.9	19
tt0009989	6.4	34
tt0009991	6.1	23
tt0009996	5.9	498
tt0010002	5.4	18
tt0010006	4.7	100
tt0010008	8.1	51
tt0010010	7.1	20
tt0010013	6.7	127
tt0010020	6.2	13
tt0010023	5.5	83
tt0010024	5.5	13
tt0010031	5.5	24
tt0010032	6.7	20
tt0010040	6.6	1499
tt0010042	6.8	16
tt0010043	6.2	24
tt0010045	5.2	65
tt0010049	7.9	52
tt0010050	5.2	10
tt0010057	6.6	3838
tt0010058	6.8	38
tt0010059	6.5	23
tt0010060	6.2	933
tt0010061	6.6	139
tt0010063	5.5	17
tt0010069	7.8	15
tt0010071	6.5	1304
tt0010072	5.7	239
tt0010075	5.2	14
tt0010085	7.0	17
tt0010087	5.4	22
tt0010088	5.4	19
tt0010089	6.9	18
tt0010091	5.0	20
tt0010102	6.2	42
tt0010103	5.8	715
tt0010106	8.4	15
tt0010108	6.6	229
tt0010112	6.0	130
tt0010113	6.0	56
tt0010114	5.3	22
tt0010119	4.2	67
tt0010120	3.9	43
tt0010123	5.6	16
tt0010128	5.6	74
tt0010131	5.1	24
tt0010132	6.4	14
tt0010133	3.9	24
tt0010134	4.5	25
tt0010137	6.0	757
tt0010139	5.2	14
tt0010146	6.9	1231
tt0010155	6.6	1629
tt0010157	5.0	15
tt0010158	6.7	22
tt0010162	6.2	259
tt0010168	5.8	28
tt0010176	5.0	18
tt0010178	5.7	56
tt0010180	6.8	192
tt0010181	5.7	89
tt0010183	5.4	26
tt0010186	3.7	31
tt0010189	6.1	25
tt0010190	6.8	28
tt0010193	6.0	767
tt0010195	6.7	328
tt0010198	4.7	96
tt0010199	4.7	43
tt0010200	3.9	42
tt0010201	5.9	60
tt0010203	6.8	90
tt0010206	6.6	135
tt0010208	5.6	918
tt0010209	7.0	20
tt0010214	4.2	36
tt0010215	6.3	38
tt0010216	4.0	14
tt0010219	5.3	408
tt0010221	6.0	1045
tt0010223	6.8	12
tt0010225	5.3	17
tt0010227	6.3	581
tt0010229	5.3	38
tt0010233	5.7	161
tt0010237	5.0	8
tt0010238	5.2	14
tt0010239	7.3	24
tt0010244	7.6	45
tt0010247	7.1	1645
tt0010248	5.8	73
tt0010249	5.7	29
tt0010253	7.6	15
tt0010255	6.0	122
tt0010256	6.7	25
tt0010258	6.2	895
tt0010259	6.6	54
tt0010265	6.0	19
tt0010267	6.7	1065
tt0010271	5.3	20
tt0010276	5.2	28
tt0010279	5.6	195
tt0010281	6.8	1758
tt0010283	8.0	12
tt0010284	5.2	15
tt0010292	6.2	35
tt0010298	7.1	192
tt0010307	7.7	2271
tt0010311	5.8	127
tt0010313	5.7	37
tt0010314	5.2	19
tt0010315	7.0	38
tt0010316	5.9	82
tt0010319	1.7	24
tt0010320	6.6	11
tt0010321	6.2	612
tt0010322	5.0	114
tt0010323	8.0	73816
tt0010325	5.8	26
tt0010328	6.1	83
tt0010330	6.4	71
tt0010331	6.7	27
tt0010337	4.0	22
tt0010352	5.5	25
tt0010356	5.5	79
tt0010357	6.2	51
tt0010358	5.5	37
tt0010359	3.7	19
tt0010361	6.3	20
tt0010375	6.6	64
tt0010377	6.0	14
tt0010382	6.2	63
tt0010383	4.6	12
tt0010386	6.2	157
tt0010389	5.2	15
tt0010391	6.7	361
tt0010393	3.9	17
tt0010402	6.3	89
tt0010404	6.4	21
tt0010408	3.4	27
tt0010418	7.0	2037
tt0010419	6.8	26
tt0010422	5.8	21
tt0010425	5.2	14
tt0010428	5.1	26
tt0010432	1.9	28
tt0010435	6.1	512
tt0010437	5.2	14
tt0010438	4.8	84
tt0010444	6.6	23
tt0010446	5.9	172
tt0010456	5.9	267
tt0010466	6.7	263
tt0010469	5.5	18
tt0010470	4.7	17
tt0010472	4.6	56
tt0010476	5.9	31
tt0010483	7.3	22
tt0010484	7.0	261
tt0010490	6.3	49
tt0010495	5.3	17
tt0010497	4.8	23
tt0010499	6.8	31
tt0010501	6.3	22
tt0010502	5.6	25
tt0010505	6.0	15
tt0010506	5.1	128
tt0010507	6.7	17
tt0010508	6.2	279
tt0010515	6.0	18
tt0010516	6.4	90
tt0010522	5.4	166
tt0010532	6.6	26
tt0010533	6.0	173
tt0010534	5.3	58
tt0010536	5.0	10
tt0010540	6.8	60
tt0010541	6.7	39
tt0010544	4.2	73
tt0010548	7.0	34
tt0010552	6.2	104
tt0010558	5.1	22
tt0010559	6.5	271
tt0010562	6.8	23
tt0010565	6.0	34
tt0010566	7.3	61
tt0010570	6.7	18
tt0010571	6.8	15
tt0010580	5.4	18
tt0010587	7.3	18
tt0010596	4.8	16
tt0010598	6.6	1127
tt0010600	7.4	2562
tt0010610	4.8	49
tt0010612	5.5	27
tt0010613	6.2	12
tt0010614	4.2	20
tt0010616	6.6	117
tt0010621	5.6	13
tt0010622	6.6	18
tt0010628	4.3	67
tt0010629	3.6	55
tt0010630	5.6	31
tt0010632	5.4	279
tt0010635	5.7	674
tt0010640	3.7	60
tt0010641	6.4	43
tt0010648	4.3	44
tt0010651	6.9	17
tt0010653	6.6	11
tt0010654	4.7	21
tt0010656	5.7	402
tt0010662	5.4	490
tt0010668	4.8	22
tt0010674	6.9	39
tt0010680	6.2	314
tt0010690	7.0	22
tt0010692	7.3	13
tt0010693	4.9	17
tt0010694	6.0	35
tt0010696	7.2	13
tt0010700	4.8	18
tt0010703	6.1	47
tt0010708	5.8	35
tt0010712	6.0	11
tt0010714	7.0	14
tt0010715	6.2	23
tt0010719	7.0	18
tt0010724	6.8	11
tt0010726	6.5	1559
tt0010729	6.8	34
tt0010732	5.9	280
tt0010733	6.3	30
tt0010738	7.0	12
tt0010747	6.6	3499
tt0010754	6.3	55
tt0010755	6.8	304
tt0010757	7.1	426
tt0010762	6.8	24
tt0010764	7.4	24
tt0010766	7.7	38
tt0010767	6.5	80
tt0010777	5.5	13
tt0010781	3.1	27
tt0010787	6.2	10
tt0010791	6.4	178
tt0010793	6.0	30
tt0010795	6.9	49
tt0010798	5.1	20
tt0010799	7.0	12
tt0010800	5.8	14
tt0010806	6.9	2091
tt0010807	6.3	18
tt0010813	7.7	13
tt0010816	7.6	19
tt0010821	6.4	713
tt0010822	6.2	31
tt0010827	6.8	17
tt0010830	7.6	13
tt0010835	6.6	57
tt0010843	6.8	15
tt0010844	6.4	485
tt0010847	6.1	40
tt0010849	6.2	35
tt0010853	6.7	258
tt0010854	6.5	15
tt0010859	5.8	64
tt0010865	6.2	22
tt0010871	4.6	42
tt0010872	6.8	13
tt0010874	6.4	63
tt0010879	6.9	1028
tt0010882	5.5	17
tt0010890	6.4	502
tt0010892	6.3	19
tt0010900	2.5	26
tt0010903	6.0	15
tt0010905	7.4	59
tt0010912	5.7	23
tt0010915	6.5	30
tt0010920	6.1	40
tt0010925	5.5	796
tt0010929	7.0	21
tt0010930	6.4	711
tt0010935	4.5	7
tt0010940	4.6	18
tt0010941	5.3	20
tt0010943	3.3	38
tt0010947	6.3	72
tt0010949	2.4	26
tt0010950	5.2	26
tt0010953	6.3	314
tt0010954	6.7	20
tt0010958	6.4	77
tt0010960	4.6	15
tt0010962	6.5	849
tt0010964	6.3	179
tt0010965	5.3	35
tt0010967	7.0	21
tt0010968	4.8	19
tt0010969	6.6	451
tt0010978	5.1	14
tt0010982	8.2	14
tt0010987	6.3	74
tt0010994	6.3	32
tt0011000	6.6	1421
tt0011001	5.9	25
tt0011007	6.5	16
tt0011011	4.6	27
tt0011012	5.5	35
tt0011016	5.9	23
tt0011018	6.5	82
tt0011024	5.2	31
tt0011031	6.0	91
tt0011036	6.8	25
tt0011042	6.9	20
tt0011045	7.3	11
tt0011055	5.6	106
tt0011058	6.1	156
tt0011063	6.4	153
tt0011069	5.3	31
tt0011070	7.1	83
tt0011071	7.1	3788
tt0011073	6.9	36
tt0011076	5.6	91
tt0011078	5.9	99
tt0011079	7.0	21
tt0011080	4.5	16
tt0011087	6.4	17
tt0011089	5.2	21
tt0011091	6.2	30
tt0011093	6.6	45
tt0011094	5.7	36
tt0011098	7.2	19
tt0011102	4.0	18
tt0011108	3.8	15
tt0011110	7.3	12
tt0011112	4.2	18
tt0011114	5.7	40
tt0011117	6.0	126
tt0011118	6.9	19
tt0011123	5.6	110
tt0011126	5.6	16
tt0011127	6.4	43
tt0011128	6.3	162
tt0011129	5.0	45
tt0011130	6.9	6431
tt0011131	5.4	205
tt0011133	6.9	23
tt0011135	5.1	23
tt0011136	4.9	74
tt0011137	4.7	28
tt0011144	6.8	1762
tt0011148	3.2	33
tt0011149	1.6	15
tt0011151	6.8	15
tt0011154	5.1	19
tt0011157	6.4	1106
tt0011163	5.8	76
tt0011170	6.0	43
tt0011172	6.3	27
tt0011173	6.2	186
tt0011174	7.3	33
tt0011179	8.0	7
tt0011185	6.4	14
tt0011191	7.6	22
tt0011192	5.8	12
tt0011193	6.4	467
tt0011197	5.8	31
tt0011205	7.3	54
tt0011208	8.2	12
tt0011211	5.8	31
tt0011213	4.8	19
tt0011216	6.7	55
tt0011217	6.2	546
tt0011221	5.9	1220
tt0011222	6.3	14
tt0011223	6.6	1104
tt0011224	6.1	29
tt0011228	3.5	62
tt0011232	5.6	17
tt0011234	5.2	61
tt0011237	7.2	9124
tt0011238	6.2	22
tt0011239	4.7	20
tt0011241	3.9	39
tt0011243	5.1	20
tt0011252	5.4	11
tt0011253	5.9	86
tt0011254	6.4	16
tt0011256	5.5	33
tt0011257	6.0	19
tt0011263	6.6	1497
tt0011265	4.3	21
tt0011267	5.2	341
tt0011273	5.8	21
tt0011277	7.0	108
tt0011280	5.1	14
tt0011281	3.0	18
tt0011284	7.2	46
tt0011288	5.0	15
tt0011291	5.7	17
tt0011293	6.8	1559
tt0011294	7.2	258
tt0011295	4.4	17
tt0011298	4.7	66
tt0011301	5.5	16
tt0011302	6.8	298
tt0011303	6.4	27
tt0011309	4.1	56
tt0011311	4.2	20
tt0011313	6.5	124
tt0011317	6.2	244
tt0011318	4.1	40
tt0011324	5.1	161
tt0011325	7.6	20
tt0011327	7.0	20
tt0011336	5.9	37
tt0011339	5.4	20
tt0011344	6.6	207
tt0011348	7.4	176
tt0011350	6.2	41
tt0011353	6.8	19
tt0011358	6.5	547
tt0011361	6.2	12
tt0011362	6.3	216
tt0011365	5.0	23
